Anio,Semana,Mes,Fecha,Grupo,Lote,Bin,Bruto,Tara,Neto,DescarteKg,Motivo,Calidad
2026,22,mayo,2026-05-25,126,75,canastas,602,91,511,10.0,,PE1
2026,22,mayo,2026-05-25,126,75,canastas,593,91,502,2.0,,PE2
2026,22,mayo,2026-05-25,126,75,canastas,657,99,558,5.0,,PE3
2026,22,mayo,2026-05-25,126,19,canastas,591,91,500,7.0,,PEGUA
2026,22,mayo,2026-05-25,126,19,canastas,575,89,486,4.0,,PE2
2026,22,mayo,2026-05-25,126,75,canastas,627,92,535,2.0,,PE3
2026,22,mayo,2026-05-25,126,19,canastas,619,91,528,12.0,,PE1
2026,22,mayo,2026-05-25,126,75,canastas,609,91,518,38.0,,PE1
2026,22,mayo,2026-05-25,126,75,canastas,594,90,504,5.0,,PEGUA
2026,22,mayo,2026-05-25,126,75,canastas,754,101,653,30.0,,PE1
2026,22,mayo,2026-05-25,126,75,canastas,604,90,514,10.0,,PE2
2026,22,mayo,2026-05-25,126,75,canastas,506,90,416,26.0,,PE2
2026,22,mayo,2026-05-26,126,19,canastas,571,90,481,2.0,,PEGUA
2026,22,mayo,2026-05-26,126,75,canastas,600,92,508,2.0,,PE2
2026,22,mayo,2026-05-26,126,19,canastas,284,60,224,2.0,,PE1
2026,22,mayo,2026-05-26,126,75,canastas,609,91,518,3.0,,PE3
2026,22,mayo,2026-05-26,126,19,canastas,602,91,511,2.0,,PE3
2026,22,mayo,2026-05-26,126,75,canastas,592,91,501,7.0,,PE3
2026,22,mayo,2026-05-26,126,19,canastas,537,85,452,2.0,,PE2
2026,22,mayo,2026-05-26,126,75,canastas,596,90,506,8.0,,PE2
2026,22,mayo,2026-05-26,126,75,canastas,605,90,515,1.0,,PE2
2026,22,mayo,2026-05-26,126,19,canastas,647,89,558,12.0,,PE1
2026,22,mayo,2026-05-26,126,19,canastas,630,91,539,8.0,,PE1
2026,22,mayo,2026-05-26,126,75,canastas,587,91,496,6.0,,PE3
2026,22,mayo,2026-05-26,126,19,canastas,622,90,532,2.0,,PE1
2026,22,mayo,2026-05-26,126,19,canastas,624,91,533,14.0,,PE1
2026,22,mayo,2026-05-26,126,19,canastas,549,91,458,8.0,,PEGUA
2026,22,mayo,2026-05-26,101,101,canastas,586,91,495,22.0,,AD-PIND
2026,22,mayo,2026-05-26,126,19,canastas,639,90,549,12.0,,PE1
2026,22,mayo,2026-05-26,126,75,canastas,602,91,511,3.0,,PE3
2026,22,mayo,2026-05-26,126,75,canastas,502,101,401,6.0,,PE2
2026,22,mayo,2026-05-26,126,19,canastas,502,89,413,14.0,,PEBAB
2026,22,mayo,2026-05-26,126,19,canastas,506,91,415,28.0,,PEBAB
2026,22,mayo,2026-05-26,126,19,canastas,519,91,428,234.0,,PEBAB
2026,22,mayo,2026-05-26,126,19,canastas,606,91,515,4.0,,PE2
2026,22,mayo,2026-05-26,126,75,canastas,565,91,474,5.0,,PEGUA
2026,22,mayo,2026-05-26,126,75,canastas,485,90,395,5.0,,PEBAB
2026,22,mayo,2026-05-26,126,75,canastas,639,91,548,18.0,,PE1
2026,22,mayo,2026-05-26,126,75,canastas,636,91,545,28.0,,PE1
2026,22,mayo,2026-05-26,126,75,canastas,607,90,517,8.0,,PE2
2026,22,mayo,2026-05-26,126,19,canastas,576,110,466,13.0,,PE2
2026,22,mayo,2026-05-27,126,19,canastas,569,91,478,2.0,,PEGUA
2026,22,mayo,2026-05-27,426,17,canastas,748,103,645,2.0,,AD1
2026,22,mayo,2026-05-27,226,74,canastas,578,91,487,3.0,,PE2
2026,22,mayo,2026-05-27,126,19,canastas,582,90,492,4.0,,PE2
2026,22,mayo,2026-05-27,426,17,canastas,595,93,502,2.0,,AD2
2026,22,mayo,2026-05-27,326,19,canastas,636,90,546,4.0,,AD1
2026,22,mayo,2026-05-27,126,19,canastas,633,91,542,4.0,,PE1
2026,22,mayo,2026-05-27,126,19,canastas,413,71,342,2.0,,PE1
2026,22,mayo,2026-05-27,126,19,canastas,632,89,543,8.0,,PE1
2026,22,mayo,2026-05-27,126,19,canastas,640,91,549,3.0,,PE3
2026,22,mayo,2026-05-27,126,19,canastas,583,90,493,4.0,,PE3
2026,22,mayo,2026-05-27,426,17,canastas,648,95,553,3.0,,AD3
2026,22,mayo,2026-05-27,126,19,canastas,602,91,511,6.0,,PE3
2026,22,mayo,2026-05-27,426,17,canastas,594,93,501,3.0,,ADGUA
2026,22,mayo,2026-05-27,326,65,canastas,643,91,552,4.0,,AD1
2026,22,mayo,2026-05-27,226,74,canastas,612,91,521,17.0,,PE1
2026,22,mayo,2026-05-27,126,19,canastas,623,91,532,4.0,,PE1
2026,22,mayo,2026-05-27,126,19,canastas,628,90,538,6.0,,PE1
2026,22,mayo,2026-05-27,126,19,canastas,563,91,472,9.0,,PEGUA
2026,22,mayo,2026-05-27,126,19,canastas,602,91,511,2.0,,PE3
2026,22,mayo,2026-05-27,426,17,canastas,547,83,464,3.0,,AD1
2026,22,mayo,2026-05-27,126,19,canastas,624,91,533,3.0,,PE3
2026,22,mayo,2026-05-27,126,19,canastas,612,91,521,31.0,,PE3
2026,22,mayo,2026-05-27,126,19,canastas,569,91,478,5.0,,PEGUA
2026,22,mayo,2026-05-27,426,17,canastas,183,22,161,60.0,,AD-PJUG
2026,22,mayo,2026-05-27,226,74,canastas,363,67,296,2.0,,PE3
2026,22,mayo,2026-05-27,126,19,canastas,593,91,502,10.0,,PE2
2026,22,mayo,2026-05-27,226,74,canastas,641,91,550,10.0,,PE1
2026,22,mayo,2026-05-27,426,17,canastas,382,67,315,12.0,,AD1
2026,22,mayo,2026-05-28,726,72,canastas,644,92,552,2.0,,AD1
2026,22,mayo,2026-05-28,226,74,canastas,656,89,567,3.0,,PE1
2026,22,mayo,2026-05-28,226,17,canastas,564,90,474,1.0,,PEGUA
2026,22,mayo,2026-05-28,226,74,canastas,660,95,565,6.0,,PE1
2026,22,mayo,2026-05-28,226,74,canastas,595,90,505,13.0,,PE2
2026,22,mayo,2026-05-28,726,72,canastas,635,90,545,8.0,,AD1
2026,22,mayo,2026-05-28,726,72,canastas,567,90,477,10.0,,AD3
2026,22,mayo,2026-05-28,226,17,canastas,581,91,490,5.0,,PE3
2026,22,mayo,2026-05-28,126,19,canastas,519,90,429,2.0,,PEBAB
2026,22,mayo,2026-05-28,126,19,canastas,486,91,395,2.0,,PEBAB
2026,22,mayo,2026-05-28,726,72,canastas,557,86,471,4.0,,AD2
2026,22,mayo,2026-05-28,226,19,canastas,625,91,534,4.0,,PE1
2026,22,mayo,2026-05-28,126,19,canastas,632,91,541,3.0,,PE1
2026,22,mayo,2026-05-28,126,19,canastas,627,91,536,2.0,,PE1
2026,22,mayo,2026-05-28,126,19,canastas,590,91,499,4.0,,PE3
2026,22,mayo,2026-05-28,126,19,canastas,586,91,495,1.0,,PE3
2026,22,mayo,2026-05-28,226,17,canastas,592,92,500,4.0,,PE2
2026,22,mayo,2026-05-28,226,17,canastas,595,91,504,3.0,,PE2
2026,22,mayo,2026-05-28,126,19,canastas,631,90,541,12.0,,PE1
2026,22,mayo,2026-05-28,126,19,canastas,629,91,538,52.0,,PE1
2026,22,mayo,2026-05-28,126,19,canastas,627,91,536,7.0,,PE1
2026,22,mayo,2026-05-28,226,74,canastas,577,91,486,7.0,,PEGUA
2026,22,mayo,2026-05-28,226,17,canastas,568,80,488,4.0,,PE3
2026,22,mayo,2026-05-28,226,74,canastas,584,90,494,2.0,,PE3
2026,22,mayo,2026-05-28,726,72,canastas,686,101,585,4.0,,AD2
2026,22,mayo,2026-05-28,126,19,canastas,567,91,476,4.0,,PEGUA
2026,22,mayo,2026-05-28,726,72,canastas,683,92,591,208.0,,AD-PJUG
2026,22,mayo,2026-05-28,1126,72,canastas,228,55,173,13.0,,AD-PIND
2026,22,mayo,2026-05-28,726,72,canastas,620,91,529,12.0,,AD1
2026,22,mayo,2026-05-28,226,74,canastas,629,90,539,10.0,,PE2
2026,22,mayo,2026-05-29,226,19,canastas,562,91,471,3.0,,PEGUA
2026,22,mayo,2026-05-29,226,74,canastas,153,18,135,8.0,,AL-PEGUA
2026,22,mayo,2026-05-29,226,19,canastas,596,91,505,3.0,,PE2
2026,22,mayo,2026-05-29,1226,72,canastas,639,91,548,2.0,,AD1
2026,22,mayo,2026-05-29,226,74,canastas,625,90,535,20.0,,PE1
2026,22,mayo,2026-05-29,226,74,canastas,591,91,500,13.0,,PE2
2026,22,mayo,2026-05-29,226,74,canastas,621,89,532,5.0,,PE1
2026,22,mayo,2026-05-29,1026,72,canastas,622,91,531,4.0,,AD1
2026,22,mayo,2026-05-29,226,74,canastas,597,91,506,3.0,,PE2
2026,22,mayo,2026-05-29,226,17,canastas,597,91,506,20.0,,PE2
2026,22,mayo,2026-05-29,1026,72,canastas,609,91,518,4.0,,AD2
2026,22,mayo,2026-05-29,126,19,canastas,510,91,419,10.0,,PEBAB
2026,22,mayo,2026-05-30,226,74,canastas,610,90,520,3.0,,PE2
2026,22,mayo,2026-05-30,226,74,canastas,516,79,437,4.0,,PE1
2026,22,mayo,2026-05-30,226,74,canastas,509,101,408,15.0,,PE2
2026,22,mayo,2026-05-30,1026,72,canastas,510,84,426,4.0,,AD3
2026,22,mayo,2026-05-30,1026,72,canastas,779,111,668,3.0,,AD3
2026,22,mayo,2026-05-30,226,74,canastas,603,93,510,2.0,,PEGUA
2026,22,mayo,2026-05-30,226,74,canastas,650,91,559,8.0,,PE1
2026,22,mayo,2026-05-30,226,17,canastas,631,91,540,540.0,,PE1
2026,22,mayo,2026-05-30,1026,72,canastas,457,73,384,110.0,,AD1
2026,22,mayo,2026-05-30,1126,72,canastas,433,79,354,28.0,,AD-PIND
2026,22,mayo,2026-05-30,1126,72,canastas,356,66,290,229.0,,AD-PJUG
2026,22,mayo,2026-05-30,1126,72,canastas,639,98,541,13.0,,AD3
2026,22,mayo,2026-05-30,226,17,canastas,514,91,423,40.0,,PEBAB
2026,22,mayo,2026-05-30,226,17,canastas,604,91,513,26.0,,PEGUA
2026,22,mayo,2026-05-30,126,19,canastas,499,89,410,112.0,,PEBAB
2026,22,mayo,2026-05-30,226,74,canastas,588,91,497,51.0,,PE3
2026,22,mayo,2026-05-30,1026,72,canastas,461,77,384,8.0,,AD2
2026,22,mayo,2026-05-30,1226,72,canastas,497,81,416,18.0,,AD2
2026,22,mayo,2026-05-30,226,17,canastas,635,91,544,11.0,,PEGUA
2026,23,junio,2026-06-01,226,17,canastas,648,91,557,2.0,,PE1
2026,23,junio,2026-06-01,1326,73,canastas,625,90,535,7.0,,AD1
2026,23,junio,2026-06-01,1326,73,canastas,599,90,509,4.0,,AD2
2026,23,junio,2026-06-01,1526,73,canastas,645,90,555,8.0,,AD1
2026,23,junio,2026-06-01,1426,73,canastas,544,91,453,6.0,,AD1
2026,23,junio,2026-06-01,226,17,canastas,391,70,321,5.0,,PE2
2026,23,junio,2026-06-01,1426,73,canastas,594,91,503,5.0,,AD2
2026,23,junio,2026-06-01,226,17,canastas,559,91,468,2.0,,PEGUA
2026,23,junio,2026-06-01,1526,73,canastas,549,88,461,6.0,,AD2
2026,23,junio,2026-06-01,1526,73,canastas,586,90,496,4.0,,AD2
2026,23,junio,2026-06-01,1326,73,canastas,617,91,526,6.0,,AD1
2026,23,junio,2026-06-01,1026,72,canastas,627,91,536,2.0,,AD1
2026,23,junio,2026-06-01,626,73,canastas,431,73,358,4.0,,AD2
2026,23,junio,2026-06-01,226,17,canastas,285,58,227,4.0,,PE2
2026,23,junio,2026-06-01,226,17,canastas,621,91,530,2.0,,PE3
2026,23,junio,2026-06-01,226,17,canastas,600,91,509,8.0,,PE3
2026,23,junio,2026-06-01,226,17,canastas,578,91,487,4.0,,PE3
2026,23,junio,2026-06-01,226,17,canastas,561,89,472,4.0,,PEGUA
2026,23,junio,2026-06-01,226,17,canastas,593,91,502,5.0,,PE3
2026,23,junio,2026-06-01,226,17,canastas,553,91,462,5.0,,PEGUA
2026,23,junio,2026-06-01,226,17,canastas,556,92,464,4.0,,PEGUA
2026,23,junio,2026-06-01,226,17,canastas,509,91,418,4.0,,PEBAB
2026,23,junio,2026-06-01,326,74,canastas,528,91,437,6.0,,PEGUA
2026,23,junio,2026-06-01,226,17,canastas,510,91,419,2.0,,PEBAB
2026,23,junio,2026-06-01,326,74,canastas,631,91,540,20.0,,PE1
2026,23,junio,2026-06-01,226,74,canastas,504,100,404,4.0,,PE2
2026,23,junio,2026-06-02,226,17,canastas,553,86,467,4.0,,PEGUA
2026,23,junio,2026-06-02,226,74,canastas,671,90,581,4.0,,PE1
2026,23,junio,2026-06-02,226,74,canastas,620,90,530,2.0,,PE3
2026,23,junio,2026-06-02,1526,73,canastas,575,86,489,16.0,,AD3
2026,23,junio,2026-06-02,226,74,canastas,589,89,500,3.0,,PE2
2026,23,junio,2026-06-02,1526,73,canastas,687,102,585,5.0,,AD3
2026,23,junio,2026-06-02,226,74,canastas,607,91,516,3.0,,PE2
2026,23,junio,2026-06-02,226,74,canastas,686,91,595,10.0,,PE1
2026,23,junio,2026-06-02,326,74,canastas,696,91,605,4.0,,PE1
2026,23,junio,2026-06-02,226,74,canastas,608,90,518,2.0,,PE2
2026,23,junio,2026-06-02,226,74,canastas,574,92,482,4.0,,PE3
2026,23,junio,2026-06-02,326,74,canastas,398,70,328,2.0,,PE3
2026,23,junio,2026-06-02,226,74,canastas,608,91,517,4.0,,PE2
2026,23,junio,2026-06-02,226,74,canastas,510,90,420,2.0,,PEBAB
2026,23,junio,2026-06-02,226,17,canastas,599,90,509,7.0,,PE2
2026,23,junio,2026-06-02,226,74,canastas,610,90,520,2.0,,PE2
2026,23,junio,2026-06-02,226,74,canastas,580,91,489,3.0,,PEGUA
2026,23,junio,2026-06-02,226,19,canastas,632,90,542,6.0,,PE1
2026,23,junio,2026-06-02,226,74,canastas,614,91,523,7.0,,PE1
2026,23,junio,2026-06-02,226,74,canastas,580,91,489,1.0,,PE1
2026,23,junio,2026-06-02,226,74,canastas,613,90,523,6.0,,PE2
2026,23,junio,2026-06-02,1526,73,canastas,414,72,342,342.0,,AD-PJUG
2026,23,junio,2026-06-02,1526,73,canastas,529,90,439,439.0,,AD-PJUG
2026,23,junio,2026-06-02,1426,73,canastas,573,87,486,486.0,,PJUG
2026,23,junio,2026-06-02,1426,73,canastas,22,2,20,20.0,,AD-PJUG
2026,23,junio,2026-06-02,226,17,canastas,213,51,162,162.0,,PJUG
2026,23,junio,2026-06-02,226,17,canastas,151,16,135,135.0,,PJUG
2026,23,junio,2026-06-02,226,74,canastas,602,90,512,4.0,,PE2
2026,23,junio,2026-06-02,226,74,canastas,618,91,527,20.0,,PE2
2026,23,junio,2026-06-02,1526,73,canastas,252,51,201,153.0,,AD-PJUG
2026,23,junio,2026-06-03,326,74,canastas,595,92,503,2.0,,PE2
2026,23,junio,2026-06-03,226,17,canastas,551,92,459,2.0,,PEGUA
2026,23,junio,2026-06-03,1426,73,canastas,636,91,545,3.0,,AD1
2026,23,junio,2026-06-03,1426,73,canastas,329,68,261,5.0,,ADBABY
2026,23,junio,2026-06-03,1426,73,canastas,296,61,235,4.0,,ADGUA
2026,23,junio,2026-06-03,226,17,canastas,639,90,549,6.0,,PE1
2026,23,junio,2026-06-03,1426,73,canastas,583,90,493,3.0,,AD3
2026,23,junio,2026-06-03,226,17,canastas,538,87,451,5.0,,PEGUA
2026,23,junio,2026-06-03,326,74,canastas,646,90,556,6.0,,PE1
2026,23,junio,2026-06-03,226,17,canastas,677,95,582,4.0,,PE1
2026,23,junio,2026-06-03,226,17,canastas,611,91,520,4.0,,PE3
2026,23,junio,2026-06-03,226,17,canastas,612,90,522,3.0,,PE3
2026,23,junio,2026-06-03,226,17,canastas,630,97,533,2.0,,PE2
2026,23,junio,2026-06-03,326,74,canastas,632,90,542,15.0,,PE1
2026,23,junio,2026-06-03,226,74,canastas,604,91,513,4.0,,PE1
2026,23,junio,2026-06-03,226,17,canastas,679,95,584,5.0,,PE1
2026,23,junio,2026-06-03,1426,73,canastas,241,53,188,80.0,,AD-PJUG
2026,23,junio,2026-06-03,226,19,canastas,512,90,422,2.0,,PEBAB
2026,23,junio,2026-06-03,326,74,canastas,617,90,527,6.0,,PE2
2026,23,junio,2026-06-03,226,74,canastas,600,91,509,2.0,,PE2
2026,23,junio,2026-06-03,326,74,canastas,558,90,468,5.0,,PEGUA
2026,23,junio,2026-06-03,226,19,canastas,562,91,471,7.0,,PE3
2026,23,junio,2026-06-03,1426,73,canastas,612,90,522,6.0,,AD2
2026,23,junio,2026-06-03,326,65,canastas,573,90,483,3.0,,PE3
2026,23,junio,2026-06-04,626,76,canastas,385,56,329,9.0,,AD2
2026,23,junio,2026-06-04,326,65,canastas,578,93,485,1.0,,PEGUA
2026,23,junio,2026-06-04,326,65,canastas,563,90,473,2.0,,PE3
2026,23,junio,2026-06-04,226,19,canastas,580,91,489,5.0,,PE3
2026,23,junio,2026-06-04,526,76,canastas,615,90,525,3.0,,AD2
2026,23,junio,2026-06-04,326,65,canastas,657,90,567,11.0,,AD1
2026,23,junio,2026-06-04,326,65,canastas,660,90,570,4.0,,PE1
2026,23,junio,2026-06-04,326,74,canastas,568,91,477,2.0,,PE3
2026,23,junio,2026-06-04,326,65,canastas,477,80,397,1.0,,PE3
2026,23,junio,2026-06-04,326,65,canastas,657,97,560,3.0,,PE2
2026,23,junio,2026-06-04,326,65,canastas,593,91,502,2.0,,PE2
2026,23,junio,2026-06-04,626,76,canastas,578,90,488,4.0,,ADGUA
2026,23,junio,2026-06-04,226,74,canastas,616,90,526,6.0,,PE1
2026,23,junio,2026-06-04,226,19,canastas,541,84,457,10.0,,PEGUA
2026,23,junio,2026-06-04,326,74,canastas,655,91,564,10.0,,PE1
2026,23,junio,2026-06-05,326,65,canastas,540,91,449,2.0,,PEGUA
2026,23,junio,2026-06-05,426,74,canastas,616,91,525,3.0,,PE2
2026,23,junio,2026-06-05,326,74,canastas,631,89,542,4.0,,PE1
2026,23,junio,2026-06-05,326,74,canastas,593,92,501,6.0,,PE2
2026,23,junio,2026-06-05,326,74,canastas,621,91,530,8.0,,PE1
2026,23,junio,2026-06-05,326,65,canastas,318,58,260,3.0,,PE1
2026,23,junio,2026-06-05,426,74,canastas,685,95,590,2.0,,PE3
2026,23,junio,2026-06-05,326,74,canastas,680,101,579,2.0,,PE3
2026,23,junio,2026-06-05,326,74,canastas,27,2,25,25.0,,AL-PE1
2026,23,junio,2026-06-05,226,17,canastas,227,52,175,175.0,,PJUG
2026,23,junio,2026-06-05,226,17,canastas,108,12,96,96.0,,PJUG
2026,23,junio,2026-06-05,1426,73,canastas,388,70,318,37.0,,AD-PJUG
2026,23,junio,2026-06-05,1426,73,canastas,420,70,350,80.0,,AD-PJUG
2026,23,junio,2026-06-05,326,74,canastas,560,90,470,2.0,,PE3
2026,23,junio,2026-06-05,526,76,canastas,663,95,568,2.0,,AD3
2026,23,junio,2026-06-05,426,74,canastas,622,91,531,2.0,,PE3
2026,23,junio,2026-06-05,326,65,canastas,587,91,496,5.0,,PEGUA
2026,23,junio,2026-06-05,326,65,canastas,490,90,400,3.0,,PEBAB
2026,23,junio,2026-06-05,326,74,canastas,640,90,550,4.0,,PE1
2026,23,junio,2026-06-05,326,74,canastas,570,91,479,6.0,,PE3
2026,23,junio,2026-06-05,626,76,canastas,618,90,528,31.0,,AD-PJUG
2026,23,junio,2026-06-05,326,74,canastas,559,91,468,5.0,,PEGUA
2026,23,junio,2026-06-05,826,75,canastas,613,91,522,3.0,,AD2
2026,23,junio,2026-06-05,526,76,canastas,647,84,563,4.0,,AD1
2026,23,junio,2026-06-05,326,65,canastas,562,91,471,3.0,,PE3
2026,23,junio,2026-06-05,326,74,canastas,414,73,341,5.0,,PE3
2026,23,junio,2026-06-05,826,75,canastas,672,91,581,2.0,,AD1
2026,23,junio,2026-06-05,326,74,canastas,662,91,571,20.0,,PE1
2026,23,junio,2026-06-06,326,65,canastas,588,90,498,3.0,,PEGUA
2026,23,junio,2026-06-06,426,74,canastas,789,100,689,4.0,,PE1
2026,23,junio,2026-06-06,326,74,canastas,581,109,472,8.0,,PE1
2026,23,junio,2026-06-06,326,65,canastas,650,96,554,1.0,,PE2
2026,23,junio,2026-06-06,326,74,canastas,608,91,517,2.0,,PE3
2026,23,junio,2026-06-06,426,74,canastas,594,91,503,2.0,,PE1
2026,23,junio,2026-06-06,426,74,canastas,620,91,529,8.0,,PE1
2026,23,junio,2026-06-06,326,75,canastas,753,110,643,8.0,,PEGUA
2026,23,junio,2026-06-06,326,74,canastas,626,89,537,6.0,,PE1
2026,23,junio,2026-06-06,326,75,canastas,829,111,718,33.0,,PE1
2026,23,junio,2026-06-06,1026,72,canastas,695,111,584,10.0,,AD1
2026,23,junio,2026-06-06,326,65,canastas,709,101,608,8.0,,PE2
2026,23,junio,2026-06-06,326,74,canastas,711,103,608,13.0,,PE2
2026,23,junio,2026-06-06,326,74,canastas,550,91,459,7.0,,PEGUA
2026,23,junio,2026-06-06,326,74,canastas,577,89,488,4.0,,PEGUA
2026,23,junio,2026-06-06,326,74,canastas,763,113,650,2.0,,PE3
2026,23,junio,2026-06-06,326,74,canastas,696,90,606,3.0,,PE2
2026,23,junio,2026-06-06,326,74,canastas,433,74,359,3.0,,PE2
2026,23,junio,2026-06-06,226,19,canastas,510,90,420,13.0,,PEBAB
2026,23,junio,2026-06-06,326,74,canastas,501,111,390,15.0,,PEBAB
2026,23,junio,2026-06-06,326,65,canastas,726,105,621,621.0,,PE2
2026,23,junio,2026-06-06,626,76,canastas,653,91,562,562.0,,AD-PJUG
2026,23,junio,2026-06-06,326,65,canastas,303,60,243,243.0,,PJUG
2026,23,junio,2026-06-06,626,76,canastas,626,90,536,536.0,,AD-PJUG
2026,23,junio,2026-06-06,326,65,canastas,566,89,477,477.0,,PJUG
2026,23,junio,2026-06-06,326,65,canastas,272,57,215,215.0,,PE2
2026,23,junio,2026-06-06,526,76,canastas,629,91,538,538.0,,AD-PJUG
2026,23,junio,2026-06-06,626,76,canastas,552,91,461,53.0,,AD-PJUG
2026,23,junio,2026-06-06,326,65,canastas,123,14,109,109.0,,PJUG
2026,23,junio,2026-06-06,626,76,canastas,253,54,199,199.0,,AD-PJUG
2026,23,junio,2026-06-06,626,76,canastas,606,90,516,516.0,,AD-PJUG
2026,23,junio,2026-06-06,626,76,canastas,459,90,369,369.0,,AD-PJUG
2026,23,junio,2026-06-06,626,76,canastas,609,90,519,519.0,,AD-PJUG
2026,23,junio,2026-06-06,526,76,canastas,689,89,600,600.0,,AD-PJUG
2026,23,junio,2026-06-06,826,75,canastas,541,91,450,252.0,,AD-PJUG
2026,23,junio,2026-06-07,326,65,canastas,506,101,405,365.0,,PEBAB
2026,23,junio,2026-06-07,226,19,canastas,507,90,417,40.0,,PEBAB
2026,23,junio,2026-06-07,326,65,canastas,503,91,412,16.0,,PEBAB
2026,24,junio,2026-06-08,326,65,canastas,520,90,430,12.0,,PEGUA
2026,24,junio,2026-06-08,326,65,canastas,656,91,565,4.0,,PE1
2026,24,junio,2026-06-08,1226,72,canastas,640,90,550,10.0,,AD1
2026,24,junio,2026-06-08,326,65,canastas,523,92,431,231.0,,PIND
2026,24,junio,2026-06-08,226,19,canastas,550,91,459,459.0,,PIND
2026,24,junio,2026-06-08,326,65,canastas,539,89,450,450.0,,PIND
2026,24,junio,2026-06-08,326,74,canastas,678,100,578,12.0,,PE3
2026,24,junio,2026-06-08,326,74,canastas,499,100,399,4.0,,PE2
2026,24,junio,2026-06-08,326,65,canastas,668,94,574,55.0,,PE2
2026,24,junio,2026-06-08,926,72,canastas,420,68,352,12.0,,AD1
2026,24,junio,2026-06-08,426,74,canastas,607,91,516,23.0,,PE2
2026,24,junio,2026-06-08,426,74,canastas,580,90,490,8.0,,PEGUA
2026,24,junio,2026-06-08,426,74,canastas,670,101,569,89.0,,PE3
2026,24,junio,2026-06-08,326,65,canastas,597,90,507,10.0,,PEGUA
2026,24,junio,2026-06-09,326,65,canastas,674,101,573,573.0,,PJUG
2026,24,junio,2026-06-09,326,74,canastas,606,95,511,511.0,,PJUG
2026,24,junio,2026-06-09,326,74,canastas,467,80,387,387.0,,PJUG
2026,24,junio,2026-06-09,326,65,canastas,507,81,426,326.0,,PJUG
2026,24,junio,2026-06-09,1026,72,95,1508,391,1117,1117.0,,AD-PJUG
2026,24,junio,2026-06-09,926,72,71,1814,397,1417,1417.0,,AD-PJUG
2026,24,junio,2026-06-09,926,72,48,1946,423,1523,1523.0,,AD-PJUG
2026,24,junio,2026-06-09,326,74,canastas,414,58,356,356.0,,PJUG
2026,24,junio,2026-06-09,826,72,canastas,125,18,107,107.0,,AD-PJUG
2026,24,junio,2026-06-09,726,74,canastas,423,69,354,4.0,,AD1
2026,24,junio,2026-06-09,326,65,canastas,493,90,403,1.0,,PEBAB
2026,24,junio,2026-06-09,326,65,canastas,540,91,449,3.0,,PEGUA
2026,24,junio,2026-06-09,426,74,canastas,608,91,517,6.0,,PE2
2026,24,junio,2026-06-09,426,74,canastas,588,91,497,1.0,,PE3
2026,24,junio,2026-06-09,426,74,canastas,630,91,539,1.0,,PE1
2026,24,junio,2026-06-09,326,74,canastas,580,90,490,4.0,,PE2
2026,24,junio,2026-06-09,426,74,canastas,677,90,587,205.0,,PE1
2026,24,junio,2026-06-09,426,74,canastas,605,91,514,105.0,,PE2
2026,24,junio,2026-06-09,426,74,canastas,591,91,500,2.0,,PE3
2026,24,junio,2026-06-09,426,74,canastas,585,91,494,2.0,,PE3
2026,24,junio,2026-06-09,426,17,canastas,487,91,396,15.0,,PEBAB
2026,24,junio,2026-06-09,426,74,canastas,615,92,523,6.0,,PE2
2026,24,junio,2026-06-09,326,65,canastas,631,90,541,5.0,,PE1
2026,24,junio,2026-06-09,326,65,canastas,494,90,404,5.0,,PEBAB
2026,24,junio,2026-06-09,326,65,canastas,580,89,491,20.0,,PEGUA
2026,24,junio,2026-06-10,426,17,canastas,569,90,479,1.0,,PEGUA
2026,24,junio,2026-06-10,926,72,canastas,382,55,327,1.0,,AD2
2026,24,junio,2026-06-10,926,72,canastas,589,85,504,2.0,,AD1
2026,24,junio,2026-06-10,326,65,canastas,572,91,481,3.0,,PE3
2026,24,junio,2026-06-10,326,65,canastas,572,91,481,3.0,,PE3
2026,24,junio,2026-06-10,326,65,canastas,565,91,474,2.0,,PEGUA
2026,24,junio,2026-06-10,726,74,canastas,654,95,559,559.0,,AD-PJUG
2026,24,junio,2026-06-10,926,73,canastas,428,76,352,352.0,,AD-PJUG
2026,24,junio,2026-06-10,926,72,canastas,663,91,572,572.0,,AD-PJUG
2026,24,junio,2026-06-10,926,73,canastas,542,86,456,456.0,,AD-PJUG
2026,24,junio,2026-06-10,926,73,canastas,590,90,500,500.0,,AD-PJUG
2026,24,junio,2026-06-10,926,72,canastas,310,58,252,252.0,,AD-PJUG
2026,24,junio,2026-06-10,926,72,canastas,649,91,558,558.0,,AD-PJUG
2026,24,junio,2026-06-10,726,74,canastas,589,80,509,509.0,,AD-PJUG
2026,24,junio,2026-06-10,726,74,canastas,640,91,549,549.0,,AD-PJUG
2026,24,junio,2026-06-10,726,74,canastas,637,90,547,547.0,,AD-PJUG
2026,24,junio,2026-06-10,926,72,canastas,601,90,511,511.0,,AD-PJUG
2026,24,junio,2026-06-10,926,74,canastas,632,91,541,541.0,,AD-PJUG
2026,24,junio,2026-06-10,926,74,canastas,597,91,506,506.0,,AD-PJUG
2026,24,junio,2026-06-10,1226,72,canastas,652,91,561,561.0,,AD-PJUG
2026,24,junio,2026-06-10,1226,72,canastas,604,89,515,515.0,,AD-PJUG
2026,24,junio,2026-06-10,726,74,canastas,640,90,550,550.0,,AD-PJUG
