ID,FechaProceso,Calibre,Categoria,Grado,PesoNeto,Lote,Grupo
191060,2026-06-05,PEBAB,piña special baby,1.5 - 2.5,471,65,326
191061,2026-06-05,PEGUA,piña special guapita,1.5 - 2.5,574,65,326
191062,2026-06-05,PE1,piña special 1ra,3.0 - 4.0,578,65,326
191063,2026-06-05,PEGUA,piña special guapita,1.5 - 2.5,452,65,326
191064,2026-06-05,PEBAB,piña special baby,1.5 - 2.5,411,65,326
191065,2026-06-05,PEBAB,piña special baby,1.5 - 2.5,479,65,326
191066,2026-06-05,PEBAB,piña special baby,1.5 - 2.5,393,65,326
191067,2026-06-05,PEGUA,piña special guapita,1.5 - 2.5,445,65,326
191068,2026-06-05,PE3,piña special 3ra,0.0 - 1.0,579,65,326
191069,2026-06-05,PE2,piña special 2da,1.5 - 2.5,593,74,326
191070,2026-06-05,PE1,piña special 1ra,1.5,698,74,326
191071,2026-06-05,PE2,piña special 2da,3.0 - 4.0,606,74,326
191072,2026-06-05,PEBAB,piña special baby,1.5 - 2.5,493,74,326
191073,2026-06-05,PE2,piña special 2da,2,428,74,426
191074,2026-06-05,PE2,piña special 2da,0.0 - 1.0,657,74,426
191075,2026-06-05,PE2,piña special 2da,0.0 - 1.0,600,74,426
191076,2026-06-05,PE2,piña special 2da,0.0 - 1.0,535,74,426
191077,2026-06-05,PE2,piña special 2da,0.0 - 1.0,498,65,326
191078,2026-06-05,PE3,piña special 3ra,3.0 - 4.0,611,65,326
191079,2026-06-05,PE1,piña special 1ra,1.5,662,65,326
191080,2026-06-05,PEBAB,piña special baby,1.5 - 2.5,418,65,326
191081,2026-06-05,PEGUA,piña special guapita,1.5 - 2.5,575,65,326
191082,2026-06-05,PEGUA,piña special guapita,1.5 - 2.5,443,65,326
191083,2026-06-05,PEBAB,piña special baby,1.5 - 2.5,481,65,326
191084,2026-06-05,PE1,piña special 1ra,3.0 - 4.0,628,74,326
191085,2026-06-05,PE1,piña special 1ra,1.5,638,74,326
191086,2026-06-05,PE3,piña special 3ra,0.0 - 1.0,581,74,326
191087,2026-06-05,PEGUA,piña special guapita,1.5 - 2.5,465,74,326
191088,2026-06-05,PEGUA,piña special guapita,1.5 - 2.5,560,65,326
191089,2026-06-05,PE1,piña special 1ra,0.0 - 1.0,565,65,326
191090,2026-06-05,PE2,piña special 2da,0.0 - 1.0,608,65,326
191091,2026-06-05,PE2,piña special 2da,1.5 - 2.5,574,65,326
191092,2026-06-05,PEBAB,piña special baby,1.5 - 2.5,432,74,326
191093,2026-06-05,PE1,piña special 1ra,3.0 - 4.0,564,74,326
191094,2026-06-05,PEBAB,piña special baby,1.5 - 2.5,493,74,326
191095,2026-06-05,PEGUA,piña special guapita,1.5 - 2.5,465,74,326
191096,2026-06-05,PE1,piña special 1ra,0.0 - 1.0,689,74,426
191097,2026-06-05,PE1,piña special 1ra,1.5 - 2.5,503,74,426
191098,2026-06-05,PE3,piña special 3ra,1.5 - 2.5,570,65,326
191099,2026-06-05,PEGUA,piña special guapita,1.5 - 2.5,563,65,326
191100,2026-06-05,PEBAB,piña special baby,1.5 - 2.5,434,65,326
191101,2026-06-05,PEBAB,piña special baby,1.5 - 2.5,406,65,326
191102,2026-06-05,PEBAB,piña special baby,1.5 - 2.5,462,65,326
191103,2026-06-05,PEBAB,piña special baby,1.5 - 2.5,411,65,326
191104,2026-06-05,PEGUA,piña special guapita,1.5 - 2.5,453,65,326
191105,2026-06-05,PEBAB,piña special baby,1.5 - 2.5,477,74,326
191106,2026-06-05,PIND,piña indstria,1.5 - 2.5,522,74,326
191107,2026-06-05,PE3,piña special 3ra,0.0 - 1.0,578,74,326
191108,2026-06-05,PE2,piña special 2da,1.5 - 2.5,583,74,326
191109,2026-06-05,PE1,piña special 1ra,1.5 - 2.5,616,74,326
191110,2026-06-05,PE1,piña special 1ra,3.0 - 4.0,611,74,326
191111,2026-06-05,PE1,piña special 1ra,1.5 - 2.5,571,75,326
191112,2026-06-05,PEGUA,piña special guapita,1.5 - 2.5,643,75,326
191113,2026-06-05,PE1,piña special 1ra,0.0 - 1.0,718,75,326
191114,2026-06-05,PE1,piña special 1ra,3.0 - 4.0,563,65,326
191115,2026-06-05,PE2,piña special 2da,1.5 - 2.5,125,65,326
191116,2026-06-05,PEBAB,piña special baby,1.5 - 2.5,302,65,326
191117,2026-06-05,PE3,piña special 3ra,0.0 - 1.0,520,65,326
191118,2026-06-05,PE3,piña special 3ra,3.0 - 4.0,517,74,326
191119,2026-06-05,PE3,piña special 3ra,1.5 - 2.5,650,74,326
191120,2026-06-05,PE1,piña special 1ra,1.5 - 2.5,468,74,326
191121,2026-06-05,PEBAB,piña special baby,1.5 - 2.5,208,74,326
191122,2026-06-05,PE2,piña special 2da,0.0 - 1.0,569,74,326
191123,2026-06-05,PEGUA,piña special guapita,1.5 - 2.5,272,65,326
191124,2026-06-05,PEBAB,piña special baby,1.5 - 2.5,306,65,326
191125,2026-06-05,PE2,piña special 2da,3.0 - 4.0,522,74,326
191126,2026-06-05,PE3,piña special 3ra,1.5 - 2.5,692,74,326
191127,2026-06-05,PE1,piña special 1ra,3.0 - 4.0,240,74,326
191128,2026-06-05,PE2,piña special 2da,1.5 - 2.5,504,74,326
191129,2026-06-05,PE2,piña special 2da,0.0 - 1.0,608,74,326
191130,2026-06-05,PE1,piña special 1ra,1.5 - 2.5,329,74,326
191131,2026-06-05,PE3,piña special 3ra,0.0 - 1.0,507,74,326
191132,2026-06-05,PJUG,piña jugos,3.0 - 4.0,511,74,326
191133,2026-06-05,AD1,Piña AD1,1.5 - 2.5,590,72,926
191134,2026-06-05,PE1,piña special 1ra,1.5 - 2.5,494,74,326
191135,2026-06-05,PE2,piña special 2da,3.0 - 4.0,359,74,326
191136,2026-06-05,AD2,Piña AD2,0.0 - 1.0,461,72,926
191137,2026-06-05,AD1,Piña AD1,1.5 - 2.5,584,72,1026
191138,2026-06-05,PE1,piña special 1ra,1.5 - 2.5,374,74,326
191139,2026-06-05,PE1,piña special 1ra,1.5 - 2.5,24,74,326
191140,2026-06-05,PE2,piña special 2da,1.5 - 2.5,24,74,326
191141,2026-06-05,PE3,piña special 3ra,1.5 - 2.5,2,74,326
191142,2026-06-05,PE3,piña special 3ra,1.5 - 2.5,2,74,326
191143,2026-06-05,AD2,Piña AD2,1.5 - 2.5,470,72,1026
191144,2026-06-05,AD3,Piña AD3,0.0 - 1.0,365,72,1026
191145,2026-06-05,AD2,Piña AD2,1.5 - 2.5,304,72,1026
191146,2026-06-05,AD2,Piña AD2,3.0 - 4.0,25,72,1326
191147,2026-06-05,AD3,Piña AD3,3.0 - 4.0,21,72,1326
191148,2026-06-05,AD2,Piña AD2,0.0 - 1.0,338,72,1326
191149,2026-06-05,AD1,Piña AD1,1.5 - 2.5,382,72,1326
191150,2026-06-05,ADGUA,Piña ADGUA,1.5 - 2.5,233,72,826
191151,2026-06-05,ADBABY,Piña ADBABY,1.5 - 2.5,20,72,826
191152,2026-06-05,PE3,piña special 3ra,1.5 - 2.5,247,74,326
191153,2026-06-05,PEBAB,piña special baby,1.5 - 2.5,84,74,326
191154,2026-06-05,PJUG,piña jugos,3.0 - 4.0,387,74,326
191155,2026-06-05,AD-PJUG,AD-piña jugos,3.0 - 4.0,107,72,826
191156,2026-06-05,PE3,piña special 3ra,1.5 - 2.5,33,74,326
191157,2026-06-05,AD1,Piña AD1,0.0 - 1.0,589,72,826
191158,2026-06-05,AD-PIND,AD-piña indstria,1.5 - 2.5,247,72,726
191159,2026-06-05,PE1,piña special 1ra,3.0 - 4.0,319,74,326
191160,2026-06-05,AD1,Piña AD1,1.5 - 2.5,193,72,726
191161,2026-06-05,PJUG,piña jugos,3.0 - 4.0,356,74,326
191162,2026-06-05,PEGUA,piña special guapita,1.5 - 2.5,1594,65,326
191163,2026-06-05,AD-PJUG,AD-piña jugos,3.0 - 4.0,1523,72,926
191164,2026-06-05,AD-PJUG,AD-piña jugos,3.0 - 4.0,1417,72,926
191165,2026-06-05,AD-PJUG,AD-piña jugos,3.0 - 4.0,1117,72,1026
191166,2026-06-05,AD1,Piña AD1,0.0 - 1.0,1692,72,1026
191167,2026-06-06,AD-PJUG,AD-piña jugos,3.0 - 4.0,550,74,726
191168,2026-06-06,AD1,Piña AD1,0.0 - 1.0,580,74,726
191169,2026-06-06,AD-PJUG,AD-piña jugos,3.0 - 4.0,515,72,1226
191170,2026-06-06,AD-PJUG,AD-piña jugos,3.0 - 4.0,561,72,1226
191171,2026-06-06,AD1,Piña AD1,1.5 - 2.5,550,72,1226
191172,2026-06-06,AD1,Piña AD1,0.0 - 1.0,581,72,1226
191173,2026-06-06,AD-PJUG,AD-piña jugos,3.0 - 4.0,506,74,926
191174,2026-06-06,AD-PJUG,AD-piña jugos,3.0 - 4.0,541,74,926
191175,2026-06-06,AD2,Piña AD2,0.0 - 1.0,515,74,926
191176,2026-06-06,AD1,Piña AD1,0.0 - 1.0,594,74,926
191177,2026-06-06,AD1,Piña AD1,1.5 - 2.5,532,72,926
191178,2026-06-06,AD-PJUG,AD-piña jugos,3.0 - 4.0,511,72,926
191179,2026-06-06,AD2,Piña AD2,0.0 - 1.0,536,74,726
191180,2026-06-06,AD-PJUG,AD-piña jugos,3.0 - 4.0,547,74,726
191181,2026-06-06,AD2,Piña AD2,1.5 - 2.5,526,74,926
191182,2026-06-06,AD3,Piña AD3,0.0 - 1.0,507,74,926
191183,2026-06-06,AD1,Piña AD1,0.0 - 1.0,593,74,726
191184,2026-06-06,AD-PJUG,AD-piña jugos,3.0 - 4.0,549,74,726
191185,2026-06-06,AD-PJUG,AD-piña jugos,3.0 - 4.0,509,74,726
191186,2026-06-06,AD1,Piña AD1,1.5 - 2.5,539,74,726
191187,2026-06-06,AD-PJUG,AD-piña jugos,3.0 - 4.0,558,72,926
191188,2026-06-06,AD1,Piña AD1,0.0 - 1.0,352,72,926
191189,2026-06-06,ADBABY,Piña ADBABY,1.5 - 2.5,54,72,926
191190,2026-06-06,AD-PJUG,AD-piña jugos,3.0 - 4.0,252,72,926
191191,2026-06-06,AD1,Piña AD1,1.5 - 2.5,321,72,926
191192,2026-06-06,AD-PJUG,AD-piña jugos,3.0 - 4.0,500,73,926
191193,2026-06-06,AD-PJUG,AD-piña jugos,3.0 - 4.0,456,73,926
191194,2026-06-06,ADGUA,Piña ADGUA,1.5 - 2.5,537,73,926
191195,2026-06-06,AD1,Piña AD1,1.5 - 2.5,18,73,926
191196,2026-06-06,AD2,Piña AD2,0.0 - 1.0,247,73,926
191197,2026-06-06,AD-PIND,AD-piña indstria,1.5 - 2.5,259,74,726
191198,2026-06-06,AD3,Piña AD3,0.0 - 1.0,398,74,726
191199,2026-06-06,PE1,piña special 1ra,1.5 - 2.5,20,74,326
191200,2026-06-06,PE2,piña special 2da,1.5 - 2.5,30,74,326
191201,2026-06-06,PE3,piña special 3ra,1.5 - 2.5,3,74,326
191202,2026-06-06,PE3,piña special 3ra,1.5 - 2.5,2,74,326
191203,2026-06-06,PE1,piña special 1ra,1.5 - 2.5,24,74,326
191204,2026-06-06,PE2,piña special 2da,1.5 - 2.5,40,74,326
191205,2026-06-06,PE3,piña special 3ra,1.5 - 2.5,8,74,326
191206,2026-06-06,PE3,piña special 3ra,1.5 - 2.5,2,74,326
191207,2026-06-06,AD2,Piña AD2,1.5 - 2.5,504,72,926
191208,2026-06-06,AD-PJUG,AD-piña jugos,3.0 - 4.0,572,72,926
191209,2026-06-06,AD-PJUG,AD-piña jugos,3.0 - 4.0,352,73,926
191210,2026-06-06,AD2,Piña AD2,0.0 - 1.0,423,73,926
191211,2026-06-06,AD2,Piña AD2,1.5 - 2.5,418,74,726
191212,2026-06-06,AD1,Piña AD1,0.0 - 1.0,354,74,726
191213,2026-06-06,AD-PJUG,AD-piña jugos,3.0 - 4.0,559,74,726
191214,2026-06-06,PE1,piña special 1ra,1.5 - 2.5,20,,
191215,2026-06-06,PE2,piña special 2da,1.5 - 2.5,9,,
191216,2026-06-06,PE3,piña special 3ra,1.5 - 2.5,2,,
191217,2026-06-06,PE3,piña special 3ra,1.5 - 2.5,3,,
191218,2026-06-07,PEBAB,piña special baby,1.5 - 2.5,43,,
191219,2026-06-08,PE3,piña special 3ra,0.0 - 1.0,492,74,426
191220,2026-06-08,PE2,piña special 2da,1.5,402,74,426
191221,2026-06-08,PE2,piña special 2da,0.0 - 1.0,490,74,326
191222,2026-06-08,PEGUA,piña special guapita,1.5 - 2.5,486,74,326
191223,2026-06-08,PE3,piña special 3ra,0.0 - 1.0,504,74,326
191224,2026-06-08,PEGUA,piña special guapita,1.5 - 2.5,491,74,326
191225,2026-06-08,PE1,piña special 1ra,1,549,74,426
191226,2026-06-08,PE1,piña special 1ra,1,520,74,426
191227,2026-06-08,PE2,piña special 2da,0.0 - 1.0,502,74,426
191228,2026-06-08,PE2,piña special 2da,1.5,405,74,426
191229,2026-06-08,PE3,piña special 3ra,0.0 - 1.0,500,74,426
191230,2026-06-08,PE3,piña special 3ra,1.5 - 2.5,494,74,426
191231,2026-06-08,PE1,piña special 1ra,0,517,74,426
191232,2026-06-08,PE1,piña special 1ra,1,554,74,426
191233,2026-06-08,PEGUA,piña special guapita,1.5 - 2.5,501,74,426
191234,2026-06-08,PE2,piña special 2da,1.5 - 2.5,484,74,326
191235,2026-06-08,PE1,piña special 1ra,3.0 - 4.0,580,74,326
191236,2026-06-08,PE2,piña special 2da,0.0 - 1.0,29,74,326
191237,2026-06-08,PE1,piña special 1ra,3.0 - 4.0,582,74,326
191238,2026-06-08,PEBAB,piña special baby,1.5 - 2.5,435,65,326
191239,2026-06-08,PE2,piña special 2da,1.5,503,65,326
191240,2026-06-08,PEGUA,piña special guapita,1.5 - 2.5,480,65,326
191241,2026-06-08,PEGUA,piña special guapita,1.5 - 2.5,481,65,326
191242,2026-06-08,PE3,piña special 3ra,0.0 - 1.0,495,65,326
191243,2026-06-08,PEGUA,piña special guapita,1.5 - 2.5,483,65,326
191244,2026-06-08,PEBAB,piña special baby,1.5 - 2.5,417,65,326
191245,2026-06-08,PIND,piña indstria,1.5 - 2.5,403,65,326
191246,2026-06-08,PE2,piña special 2da,1.5,410,74,326
191247,2026-06-08,PE1,piña special 1ra,0.0 - 1.0,550,74,326
191248,2026-06-08,PE1,piña special 1ra,1,564,74,326
191249,2026-06-08,PEBAB,piña special baby,1.5 - 2.5,434,74,326
191250,2026-06-08,PE2,piña special 2da,1.5,408,74,326
191251,2026-06-08,PE2,piña special 2da,0.0 - 1.0,514,74,326
191252,2026-06-08,PE1,piña special 1ra,0,520,74,326
191253,2026-06-08,PE1,piña special 1ra,0.0 - 1.0,529,74,326
191254,2026-06-08,PE1,piña special 1ra,0.0 - 1.0,525,74,326
191255,2026-06-08,PEGUA,piña special guapita,1.5 - 2.5,470,65,326
191256,2026-06-08,PEGUA,piña special guapita,1.5 - 2.5,482,65,326
191257,2026-06-08,PE3,piña special 3ra,0.0 - 1.0,500,65,326
191258,2026-06-08,PEBAB,piña special baby,1.5 - 2.5,417,65,326
191259,2026-06-08,PE1,piña special 1ra,1,547,74,426
191260,2026-06-08,PE1,piña special 1ra,3.0 - 4.0,569,74,426
191261,2026-06-08,PE1,piña special 1ra,1.5 - 2.5,40,74,426
191262,2026-06-08,PEBAB,piña special baby,1.5 - 2.5,430,74,426
191263,2026-06-08,PE2,piña special 2da,1.5,403,74,426
191264,2026-06-08,PE1,piña special 1ra,1,556,74,426
191265,2026-06-08,PE1,piña special 1ra,1.5 - 2.5,14,74,426
191266,2026-06-08,PE1,piña special 1ra,1.5,536,74,426
191267,2026-06-08,PE1,piña special 1ra,0,464,74,426
191268,2026-06-08,PE2,piña special 2da,1.5,397,74,426
191269,2026-06-08,PE1,piña special 1ra,1.5 - 2.5,38,74,426
191270,2026-06-08,PE2,piña special 2da,0.0 - 1.0,505,74,426
191271,2026-06-08,PE3,piña special 3ra,0.0 - 1.0,496,74,326
191272,2026-06-08,PE2,piña special 2da,0.0 - 1.0,513,74,326
191273,2026-06-08,PE2,piña special 2da,1.5,461,74,326
191274,2026-06-08,PE2,piña special 2da,1.5,408,74,326
191275,2026-06-08,PE1,piña special 1ra,1.5,543,74,326
191276,2026-06-08,PE1,piña special 1ra,1,648,74,326
191277,2026-06-08,PEGUA,piña special guapita,1.5 - 2.5,478,65,326
191278,2026-06-08,PE3,piña special 3ra,0.0 - 1.0,501,65,326
191279,2026-06-08,PEGUA,piña special guapita,1.5 - 2.5,468,65,326
191280,2026-06-08,PE1,piña special 1ra,1.5,548,74,326
191281,2026-06-08,PE2,piña special 2da,0.0 - 1.0,520,74,326
191282,2026-06-08,PE2,piña special 2da,0.0 - 1.0,519,74,326
191283,2026-06-08,PE2,piña special 2da,1.5,410,74,326
191284,2026-06-08,PEBAB,piña special baby,1.5 - 2.5,432,65,326
191285,2026-06-08,PEGUA,piña special guapita,1.5 - 2.5,467,65,326
191286,2026-06-08,PE3,piña special 3ra,0.0 - 1.0,496,74,426
191287,2026-06-08,PE1,piña special 1ra,1.5,537,74,426
191288,2026-06-08,PE1,piña special 1ra,1.5,539,74,426
191289,2026-06-08,PE2,piña special 2da,0.0 - 1.0,512,74,426
191290,2026-06-08,PE1,piña special 1ra,1.5,544,74,426
191291,2026-06-08,PEGUA,piña special guapita,1.5 - 2.5,490,74,426
191292,2026-06-08,PE2,piña special 2da,0.0 - 1.0,517,74,426
191293,2026-06-08,PE2,piña special 2da,1.5,129,74,426
191294,2026-06-08,PE1,piña special 1ra,1.5,565,74,426
191295,2026-06-08,PE3,piña special 3ra,0.0 - 1.0,517,74,426
191296,2026-06-08,PE1,piña special 1ra,1.5,558,74,426
191297,2026-06-08,PE2,piña special 2da,0.0 - 1.0,510,74,426
191298,2026-06-08,PE1,piña special 1ra,3.0 - 4.0,587,74,426
191299,2026-06-08,PIND,piña indstria,1.5 - 2.5,416,74,426
191300,2026-06-08,PE2,piña special 2da,0.0 - 1.0,513,74,426
191301,2026-06-08,PE1,piña special 1ra,1.5,544,74,426
191302,2026-06-08,PE1,piña special 1ra,1.5,526,74,426
191303,2026-06-08,PE2,piña special 2da,0.0 - 1.0,517,74,426
191304,2026-06-08,PE1,piña special 1ra,1.5,560,74,426
191305,2026-06-08,PEGUA,piña special guapita,1.5 - 2.5,507,65,326
191306,2026-06-08,PEGUA,piña special guapita,1.5 - 2.5,484,65,326
191307,2026-06-08,PE2,piña special 2da,0.0 - 1.0,529,65,326
191308,2026-06-08,PEBAB,piña special baby,3.0 - 4.0,53,65,326
191309,2026-06-08,PEBAB,piña special baby,1.5 - 2.5,439,65,326
191310,2026-06-08,PE1,piña special 1ra,1.5,560,74,426
191311,2026-06-08,PE1,piña special 1ra,1.5,530,74,426
191312,2026-06-08,PE2,piña special 2da,0.0 - 1.0,505,74,426
191313,2026-06-08,PE2,piña special 2da,0.0 - 1.0,516,74,426
191314,2026-06-08,PE3,piña special 3ra,0.0 - 1.0,497,74,426
191315,2026-06-08,PE1,piña special 1ra,0.0 - 1.0,577,74,426
191316,2026-06-08,PE1,piña special 1ra,3.0 - 4.0,587,74,426
191317,2026-06-08,PE2,piña special 2da,0.0 - 1.0,506,74,426
191318,2026-06-08,PE1,piña special 1ra,1.5 - 2.5,571,74,426
191319,2026-06-08,PE3,piña special 3ra,0.0 - 1.0,492,74,426
191320,2026-06-08,PE1,piña special 1ra,0.0 - 1.0,534,74,426
191321,2026-06-08,PEGUA,piña special guapita,1.5 - 2.5,490,74,426
191322,2026-06-08,PE1,piña special 1ra,0.0 - 1.0,560,74,426
191323,2026-06-08,PE2,piña special 2da,3.0 - 4.0,514,74,426
191324,2026-06-08,PE3,piña special 3ra,3.0 - 4.0,493,65,326
191325,2026-06-08,PEGUA,piña special guapita,1.5 - 2.5,478,65,326
191326,2026-06-08,PEBAB,piña special baby,1.5 - 2.5,435,65,326
191327,2026-06-08,PEBAB,piña special baby,1.5 - 2.5,418,65,326
191328,2026-06-08,PE3,piña special 3ra,1.5 - 2.5,490,65,326
191329,2026-06-08,PIND,piña indstria,1.5 - 2.5,154,65,326
191330,2026-06-08,PEBAB,piña special baby,1.5 - 2.5,442,65,326
191331,2026-06-08,PE2,piña special 2da,0.0 - 1.0,482,74,326
191332,2026-06-08,PE1,piña special 1ra,3.0 - 4.0,602,74,326
191333,2026-06-08,PE3,piña special 3ra,0.0 - 1.0,356,74,326
191334,2026-06-08,PE1,piña special 1ra,0.0 - 1.0,342,74,326
191335,2026-06-08,PJUG,piña jugos,1.5 - 2.5,98,65,326
191336,2026-06-08,PEGUA,piña special guapita,1.5 - 2.5,505,65,326
191337,2026-06-08,PEBAB,piña special baby,1.5 - 2.5,465,65,326
191338,2026-06-08,PE1,piña special 1ra,3.0 - 4.0,214,65,326
191339,2026-06-08,PEGUA,piña special guapita,1.5 - 2.5,449,65,326
191340,2026-06-08,PE1,piña special 1ra,1.5 - 2.5,294,74,426
191341,2026-06-08,PEGUA,piña special guapita,1.5 - 2.5,541,74,426
191342,2026-06-08,PE2,piña special 2da,0.0 - 1.0,302,74,426
191343,2026-06-08,PE1,piña special 1ra,0.0 - 1.0,436,74,426
191344,2026-06-08,PE2,piña special 2da,1.5 - 2.5,391,74,426
191345,2026-06-08,PIND,piña indstria,1.5 - 2.5,202,74,426
191346,2026-06-08,PJUG,piña jugos,1.5 - 2.5,134,74,426
191347,2026-06-08,PEBAB,piña special baby,1.5 - 2.5,113,65,326
191348,2026-06-08,PE3,piña special 3ra,1.5 - 2.5,170,65,326
191349,2026-06-08,PJUG,piña jugos,1.5 - 2.5,165,65,326
191350,2026-06-08,PE2,piña special 2da,0.0 - 1.0,203,74,426
191351,2026-06-08,PE2,piña special 2da,3.0 - 4.0,229,74,426
191352,2026-06-08,PE2,piña special 2da,1.5 - 2.5,290,74,426
191353,2026-06-08,PE3,piña special 3ra,0.0 - 1.0,569,74,426
191354,2026-06-08,PE3,piña special 3ra,3.0 - 4.0,331,74,426
191355,2026-06-08,PEBAB,piña special baby,1.5 - 2.5,506,74,426
191356,2026-06-08,PE3,piña special 3ra,0.0 - 1.0,492,74,426
191357,2026-06-08,PE2,piña special 2da,3.0 - 4.0,523,74,426
191358,2026-06-08,PEBAB,piña special baby,1.5 - 2.5,421,74,426
191359,2026-06-09,PEBAB,piña special baby,1.5 - 2.5,407,65,326
191360,2026-06-09,PEBAB,piña special baby,1.5 - 2.5,405,65,326
191361,2026-06-09,PEGUA,piña special guapita,1.5 - 2.5,491,65,326
191362,2026-06-09,PEGUA,piña special guapita,1.5 - 2.5,426,65,326
191363,2026-06-09,PE3,piña special 3ra,3.0 - 4.0,485,65,326
191364,2026-06-09,PEBAB,piña special baby,1.5 - 2.5,310,65,326
191365,2026-06-09,PEGUA,piña special guapita,1.5 - 2.5,477,65,326
191366,2026-06-09,PEGUA,piña special guapita,1.5 - 2.5,442,65,326
191367,2026-06-09,PEBAB,piña special baby,1.5 - 2.5,423,65,326
191368,2026-06-09,PEBAB,piña special baby,1.5 - 2.5,391,65,326
191369,2026-06-09,PE3,piña special 3ra,0.0 - 1.0,487,65,326
191370,2026-06-09,PEBAB,piña special baby,1.5 - 2.5,403,65,326
191371,2026-06-09,PEGUA,piña special guapita,1.5 - 2.5,495,65,326
191372,2026-06-09,PEGUA,piña special guapita,1.5 - 2.5,468,65,326
191373,2026-06-09,PIND,piña indstria,1.5 - 2.5,438,65,326
191374,2026-06-09,PE3,piña special 3ra,0.0 - 1.0,485,17,426
191375,2026-06-09,PE2,piña special 2da,0.0 - 1.0,496,17,426
191376,2026-06-09,PEBAB,piña special baby,1.5 - 2.5,404,17,426
191377,2026-06-09,PEGUA,piña special guapita,1.5 - 2.5,462,17,426
191378,2026-06-09,PEGUA,piña special guapita,1.5 - 2.5,490,17,426
191379,2026-06-09,PEBAB,piña special baby,1.5 - 2.5,416,17,426
191380,2026-06-09,PEBAB,piña special baby,1.5 - 2.5,414,17,426
191381,2026-06-09,PEBAB,piña special baby,1.5 - 2.5,195,17,426
191382,2026-06-09,PE3,piña special 3ra,1.5 - 2.5,486,17,426
191383,2026-06-09,PE2,piña special 2da,3.0 - 4.0,502,17,426
191384,2026-06-09,PEGUA,piña special guapita,1.5 - 2.5,476,17,426
191385,2026-06-09,PEGUA,piña special guapita,1.5 - 2.5,449,17,426
191386,2026-06-09,PEBAB,piña special baby,1.5 - 2.5,412,17,426
191387,2026-06-09,PEGUA,piña special guapita,1.5 - 2.5,479,17,426
191388,2026-06-09,PEBAB,piña special baby,3.0 - 4.0,411,17,426
191389,2026-06-09,PEGUA,piña special guapita,1.5 - 2.5,471,17,426
191390,2026-06-09,PE3,piña special 3ra,3.0 - 4.0,511,65,326
191391,2026-06-09,PEBAB,piña special baby,1.5 - 2.5,398,65,326
191392,2026-06-09,PEBAB,piña special baby,1.5 - 2.5,401,65,326
191393,2026-06-09,PEGUA,piña special guapita,1.5 - 2.5,451,65,326
191394,2026-06-09,PEBAB,piña special baby,1.5 - 2.5,417,65,326
191395,2026-06-09,PEBAB,piña special baby,1.5 - 2.5,409,65,326
191396,2026-06-09,PEBAB,piña special baby,1.5 - 2.5,404,65,326
191397,2026-06-09,PE3,piña special 3ra,0.0 - 1.0,481,65,326
191398,2026-06-09,PE1,piña special 1ra,3.0 - 4.0,541,65,326
191399,2026-06-09,PEGUA,piña special guapita,1.5 - 2.5,483,65,326
191400,2026-06-09,PEGUA,piña special guapita,1.5 - 2.5,198,65,326
191401,2026-06-09,PE3,piña special 3ra,1.5 - 2.5,481,65,326
191402,2026-06-09,PE2,piña special 2da,3.0 - 4.0,494,65,326
191403,2026-06-09,PE3,piña special 3ra,3.0 - 4.0,502,65,326
191404,2026-06-09,PEGUA,piña special guapita,1.5 - 2.5,470,65,326
191405,2026-06-09,PEBAB,piña special baby,1.5 - 2.5,405,65,326
191406,2026-06-09,PEGUA,piña special guapita,1.5 - 2.5,474,65,326
191407,2026-06-09,PEBAB,piña special baby,1.5 - 2.5,403,65,326
191408,2026-06-09,PEBAB,piña special baby,1.5 - 2.5,417,65,326
191409,2026-06-09,PEGUA,piña special guapita,1.5 - 2.5,456,65,326
191410,2026-06-09,PE2,piña special 2da,1.5,408,65,326
191411,2026-06-09,PE2,piña special 2da,1.5 - 2.5,499,65,326
191412,2026-06-09,PEBAB,piña special baby,1.5 - 2.5,402,65,326
191413,2026-06-09,PE2,piña special 2da,3.0 - 4.0,495,65,326
191414,2026-06-09,PE2,piña special 2da,0.0 - 1.0,5,65,326
191415,2026-06-09,PEGUA,piña special guapita,1.5 - 2.5,477,65,326
191416,2026-06-09,PE3,piña special 3ra,0.0 - 1.0,481,65,326
191417,2026-06-09,PIND,piña indstria,1.5 - 2.5,426,65,326
191418,2026-06-09,PEBAB,piña special baby,1.5 - 2.5,417,17,426
191419,2026-06-09,PEBAB,piña special baby,1.5 - 2.5,396,17,426
191420,2026-06-09,PEGUA,piña special guapita,1.5 - 2.5,461,17,426
191421,2026-06-09,PEGUA,piña special guapita,1.5 - 2.5,472,17,426
191422,2026-06-09,PEBAB,piña special baby,1.5 - 2.5,391,17,426
191423,2026-06-09,PEGUA,piña special guapita,1.5 - 2.5,475,17,426
191424,2026-06-09,PE3,piña special 3ra,3.0 - 4.0,501,17,426
191425,2026-06-09,PJUG,piña jugos,3.0 - 4.0,205,17,426
191426,2026-06-09,PE2,piña special 2da,1.5,402,17,426
191427,2026-06-09,PE3,piña special 3ra,0.0 - 1.0,475,17,426
191428,2026-06-09,PE1,piña special 1ra,3.0 - 4.0,421,17,426
191429,2026-06-09,PEGUA,piña special guapita,1.5 - 2.5,483,17,426
191430,2026-06-09,PEBAB,piña special baby,1.5 - 2.5,391,17,426
191431,2026-06-09,PE3,piña special 3ra,1.5 - 2.5,480,17,426
